Date,Close
2/14/2014 16:00:00,25.02
2/18/2014 16:00:00,24.77
2/19/2014 16:00:00,24.79
2/20/2014 16:00:00,25.04
2/21/2014 16:00:00,24.75
2/24/2014 16:00:00,24.5
2/25/2014 16:00:00,24.28
2/26/2014 16:00:00,24.15
2/27/2014 16:00:00,24.32
2/28/2014 16:00:00,24.1
3/3/2014 16:00:00,24.04
3/4/2014 16:00:00,24.26
3/5/2014 16:00:00,24.25
3/6/2014 16:00:00,24.41
3/7/2014 16:00:00,24.56
3/10/2014 16:00:00,24.54
3/11/2014 16:00:00,24.32
3/12/2014 16:00:00,24.44
3/13/2014 16:00:00,24.41
3/14/2014 16:00:00,24.52
3/17/2014 16:00:00,24.82
3/18/2014 16:00:00,24.89
3/19/2014 16:00:00,24.87
3/20/2014 16:00:00,25.73
3/21/2014 16:00:00,25.89
3/24/2014 16:00:00,26.01
3/25/2014 16:00:00,26.2
3/26/2014 16:00:00,26.12
3/27/2014 16:00:00,26.38
3/28/2014 16:00:00,26.47
3/31/2014 16:00:00,26.47
4/1/2014 16:00:00,26.48
4/2/2014 16:00:00,26.69
4/3/2014 16:00:00,26.89
4/4/2014 16:00:00,26.83
4/7/2014 16:00:00,26.78
4/8/2014 16:00:00,26.62
4/9/2014 16:00:00,26.35
4/10/2014 16:00:00,26.5
4/11/2014 16:00:00,26.57
4/14/2014 16:00:00,26.69
4/15/2014 16:00:00,26.93
4/16/2014 16:00:00,27.24
4/17/2014 16:00:00,27.2
4/21/2014 16:00:00,27.21
4/22/2014 16:00:00,27.39
4/23/2014 16:00:00,26.35
4/24/2014 16:00:00,26.04
4/25/2014 16:00:00,26.03
4/28/2014 16:00:00,26.47
4/29/2014 16:00:00,26.73
4/30/2014 16:00:00,26.94
5/1/2014 16:00:00,26.85
5/2/2014 16:00:00,26.89
5/5/2014 16:00:00,26.99
5/6/2014 16:00:00,26.78
5/7/2014 16:00:00,26.99
5/8/2014 16:00:00,27.47
5/9/2014 16:00:00,27.5
5/12/2014 16:00:00,27.6
5/13/2014 16:00:00,27.32
5/14/2014 16:00:00,27.46
5/15/2014 16:00:00,27.56
5/16/2014 16:00:00,27.73
5/19/2014 16:00:00,27.46
5/20/2014 16:00:00,26.79
5/21/2014 16:00:00,26.62
5/22/2014 16:00:00,26.7
5/23/2014 16:00:00,26.66
5/27/2014 16:00:00,26.57
5/28/2014 16:00:00,26.67
5/29/2014 16:00:00,26.71
5/30/2014 16:00:00,26.77
6/2/2014 16:00:00,26.75
6/3/2014 16:00:00,26.57
6/4/2014 16:00:00,26.45
6/5/2014 16:00:00,26.49
6/6/2014 16:00:00,26.43
6/9/2014 16:00:00,26.42
6/10/2014 16:00:00,26.37
6/11/2014 16:00:00,26.27
6/12/2014 16:00:00,26.29
6/13/2014 16:00:00,26.44
6/16/2014 16:00:00,26.4
6/17/2014 16:00:00,26.43
6/18/2014 16:00:00,26.57
6/19/2014 16:00:00,26.69
6/20/2014 16:00:00,26.71
6/23/2014 16:00:00,26.71
6/24/2014 16:00:00,26.63
6/25/2014 16:00:00,26.61
6/26/2014 16:00:00,26.61
6/27/2014 16:00:00,26.72
6/30/2014 16:00:00,26.69
7/1/2014 16:00:00,26.78
7/2/2014 16:00:00,26.92
7/3/2014 16:00:00,27.05
7/7/2014 16:00:00,27.18
7/8/2014 16:00:00,26.84
7/9/2014 16:00:00,26.9
7/10/2014 16:00:00,26.94
7/11/2014 16:00:00,26.99
7/14/2014 16:00:00,27.06
7/15/2014 16:00:00,27.35
7/16/2014 16:00:00,27.51
7/17/2014 16:00:00,27.19
7/18/2014 16:00:00,27.3
7/21/2014 16:00:00,27.14
7/22/2014 16:00:00,27.12
7/23/2014 16:00:00,27.08
7/24/2014 16:00:00,26.79
7/25/2014 16:00:00,26.82
7/28/2014 16:00:00,26.9
7/29/2014 16:00:00,27.61
7/30/2014 16:00:00,27.44
7/31/2014 16:00:00,26.86
8/1/2014 16:00:00,26.66
8/4/2014 16:00:00,26.76
8/5/2014 16:00:00,26.5
8/6/2014 16:00:00,26.13
8/7/2014 16:00:00,25.82
8/8/2014 16:00:00,26.01
8/11/2014 16:00:00,26.01
8/12/2014 16:00:00,26.14
8/13/2014 16:00:00,26.18
8/14/2014 16:00:00,26.35
8/15/2014 16:00:00,26.22
8/18/2014 16:00:00,26.15
8/19/2014 16:00:00,26.02
8/20/2014 16:00:00,26.06
8/21/2014 16:00:00,26.14
8/22/2014 16:00:00,26.04
8/25/2014 16:00:00,26.04
8/26/2014 16:00:00,26.04
8/27/2014 16:00:00,26.23
8/28/2014 16:00:00,26.22
8/29/2014 16:00:00,26.38
9/2/2014 16:00:00,26.29
9/3/2014 16:00:00,26.39
9/4/2014 16:00:00,26.37
9/5/2014 16:00:00,26.53
9/8/2014 16:00:00,26.42
9/9/2014 16:00:00,26.16
9/10/2014 16:00:00,26.19
9/11/2014 16:00:00,26.3
9/12/2014 16:00:00,26.04
9/15/2014 16:00:00,26.18
9/16/2014 16:00:00,26.38
9/17/2014 16:00:00,26.43
9/18/2014 16:00:00,26.53
9/19/2014 16:00:00,26.77
9/22/2014 16:00:00,26.79
9/23/2014 16:00:00,26.61
9/24/2014 16:00:00,26.72
9/25/2014 16:00:00,26.47
9/26/2014 16:00:00,26.63
9/29/2014 16:00:00,26.59
9/30/2014 16:00:00,26.6
10/1/2014 16:00:00,26.38
10/2/2014 16:00:00,26.39
10/3/2014 16:00:00,26.69
10/6/2014 16:00:00,26.78
10/7/2014 16:00:00,26.66
10/8/2014 16:00:00,26.53
10/9/2014 16:00:00,26.16
10/10/2014 16:00:00,25.85
10/13/2014 16:00:00,25.52
10/14/2014 16:00:00,25.54
10/15/2014 16:00:00,25.56
10/16/2014 16:00:00,25.39
10/17/2014 16:00:00,25.72
10/20/2014 16:00:00,25.87
10/21/2014 16:00:00,26.13
10/22/2014 16:00:00,26.04
10/23/2014 16:00:00,25.4
10/24/2014 16:00:00,25.56
10/27/2014 16:00:00,25.74
10/28/2014 16:00:00,25.91
10/29/2014 16:00:00,25.96
10/30/2014 16:00:00,26.04
10/31/2014 16:00:00,26.29
11/3/2014 16:00:00,26.29
11/4/2014 16:00:00,26.26
11/5/2014 16:00:00,26.35
11/6/2014 16:00:00,26.2
11/7/2014 16:00:00,26.35
11/10/2014 16:00:00,26.5
11/11/2014 16:00:00,26.49
11/12/2014 16:00:00,26.72
11/13/2014 16:00:00,26.87
11/14/2014 16:00:00,27.09
11/17/2014 16:00:00,27.06
11/18/2014 16:00:00,26.96
11/19/2014 16:00:00,26.69
11/20/2014 16:00:00,26.63
11/21/2014 16:00:00,26.63
11/24/2014 16:00:00,26.19
11/25/2014 16:00:00,26.28
11/26/2014 16:00:00,26.51
11/28/2014 16:00:00,26.7
12/1/2014 16:00:00,26.46
12/2/2014 16:00:00,25.88
12/3/2014 16:00:00,25.66
12/4/2014 16:00:00,25.59
12/5/2014 16:00:00,25.61
12/8/2014 16:00:00,25.57
12/9/2014 16:00:00,24.82
12/10/2014 16:00:00,24.52
12/11/2014 16:00:00,24.69
12/12/2014 16:00:00,24.27
12/15/2014 16:00:00,24.34
12/16/2014 16:00:00,24.26
12/17/2014 16:00:00,24.66
12/18/2014 16:00:00,25.29
12/19/2014 16:00:00,25.31
12/22/2014 16:00:00,25.55
12/23/2014 16:00:00,25.68
12/24/2014 16:00:00,25.63
12/26/2014 16:00:00,25.79
12/29/2014 16:00:00,25.74
12/30/2014 16:00:00,25.72
12/31/2014 16:00:00,25.35
1/2/2015 16:00:00,25.56
1/5/2015 16:00:00,25.32
1/6/2015 16:00:00,25.36
1/7/2015 16:00:00,25.03
1/8/2015 16:00:00,25.28
1/9/2015 16:00:00,25.21
1/12/2015 16:00:00,25.27
1/13/2015 16:00:00,25.27
1/14/2015 16:00:00,25.15
1/15/2015 16:00:00,25.1
1/16/2015 16:00:00,25.51
1/20/2015 16:00:00,25.62
1/21/2015 16:00:00,25.66
1/22/2015 16:00:00,25.5
1/23/2015 16:00:00,25.18
1/26/2015 16:00:00,25.04
1/27/2015 16:00:00,24.76
1/28/2015 16:00:00,24.66
1/29/2015 16:00:00,24.87
1/30/2015 16:00:00,24.84
2/2/2015 16:00:00,25.33
2/3/2015 16:00:00,25.92
2/4/2015 16:00:00,25.97
2/5/2015 16:00:00,26.07
2/6/2015 16:00:00,26.32
2/9/2015 16:00:00,26.14
2/10/2015 16:00:00,26.3
2/11/2015 16:00:00,25.95
2/12/2015 16:00:00,26.12
2/13/2015 16:00:00,26.16
2/17/2015 16:00:00,26.2
2/18/2015 16:00:00,26.03
2/19/2015 16:00:00,25.73
2/20/2015 16:00:00,25.72
2/23/2015 16:00:00,25.55
2/24/2015 16:00:00,25.7
2/25/2015 16:00:00,25.82
2/26/2015 16:00:00,26.04
2/27/2015 16:00:00,26.08
3/2/2015 16:00:00,26.14
3/3/2015 16:00:00,25.97
3/4/2015 16:00:00,25.66
3/5/2015 16:00:00,25.66
3/6/2015 16:00:00,25.27
3/9/2015 16:00:00,25.17
3/10/2015 16:00:00,24.74
3/11/2015 16:00:00,24.62
3/12/2015 16:00:00,25
3/13/2015 16:00:00,24.72
3/16/2015 16:00:00,24.95
3/17/2015 16:00:00,24.83
3/18/2015 16:00:00,25.35
3/19/2015 16:00:00,25.06
3/20/2015 16:00:00,25.08
3/23/2015 16:00:00,25.12
3/24/2015 16:00:00,24.96
3/25/2015 16:00:00,24.62
3/26/2015 16:00:00,24.77
3/27/2015 16:00:00,24.72
3/30/2015 16:00:00,24.88
3/31/2015 16:00:00,24.64
4/1/2015 16:00:00,24.82
4/2/2015 16:00:00,25
4/6/2015 16:00:00,25.15
4/7/2015 16:00:00,25.03
4/8/2015 16:00:00,24.64
4/9/2015 16:00:00,24.67
4/10/2015 16:00:00,24.73
4/13/2015 16:00:00,24.81
4/14/2015 16:00:00,24.67
4/15/2015 16:00:00,24.82
4/16/2015 16:00:00,24.72
4/17/2015 16:00:00,24.54
4/20/2015 16:00:00,24.78
4/21/2015 16:00:00,24.65
4/22/2015 16:00:00,24.8
4/23/2015 16:00:00,25.83
4/24/2015 16:00:00,25.67
4/27/2015 16:00:00,25.73
4/28/2015 16:00:00,26.31
4/29/2015 16:00:00,26.23
4/30/2015 16:00:00,26.14
5/1/2015 16:00:00,25.98
5/4/2015 16:00:00,26.06
5/5/2015 16:00:00,25.45
5/6/2015 16:00:00,25.19
5/7/2015 16:00:00,25.18
5/8/2015 16:00:00,25.43
5/11/2015 16:00:00,25.27
5/12/2015 16:00:00,25.4
5/13/2015 16:00:00,25.58
5/14/2015 16:00:00,25.76
5/15/2015 16:00:00,25.91
5/18/2015 16:00:00,26.32
5/19/2015 16:00:00,25.94
5/20/2015 16:00:00,26.13
5/21/2015 16:00:00,26.47
5/22/2015 16:00:00,26.2
5/26/2015 16:00:00,26.17
5/27/2015 16:00:00,26.38
5/28/2015 16:00:00,26.26
5/29/2015 16:00:00,26.07
6/1/2015 16:00:00,25.92
6/2/2015 16:00:00,25.93
6/3/2015 16:00:00,26.44
6/4/2015 16:00:00,26.62
6/5/2015 16:00:00,26.09
6/8/2015 16:00:00,26.1
6/9/2015 16:00:00,26.04
6/10/2015 16:00:00,26.2
6/11/2015 16:00:00,26.32
6/12/2015 16:00:00,26.15
6/15/2015 16:00:00,25.97
6/16/2015 16:00:00,26.17
6/17/2015 16:00:00,26.26
6/18/2015 16:00:00,26.43
6/19/2015 16:00:00,26.41
6/22/2015 16:00:00,26.44
6/23/2015 16:00:00,27.1
6/24/2015 16:00:00,27
6/25/2015 16:00:00,27.3
6/26/2015 16:00:00,27.26
6/29/2015 16:00:00,27
6/30/2015 16:00:00,26.81
7/1/2015 16:00:00,26.84
7/2/2015 16:00:00,26.97
7/6/2015 16:00:00,26.87
7/7/2015 16:00:00,27
7/8/2015 16:00:00,26.26
7/9/2015 16:00:00,25.95
7/10/2015 16:00:00,26.15
7/13/2015 16:00:00,26.32
7/14/2015 16:00:00,26.5
7/15/2015 16:00:00,26.21
7/16/2015 16:00:00,26.53
7/17/2015 16:00:00,26.42
7/20/2015 16:00:00,26.34
7/21/2015 16:00:00,26.09
7/22/2015 16:00:00,25.86
7/23/2015 16:00:00,25.61
7/24/2015 16:00:00,25.88
7/27/2015 16:00:00,25.9
7/28/2015 16:00:00,25.91
7/29/2015 16:00:00,26.18
7/30/2015 16:00:00,26.26
7/31/2015 16:00:00,26.22
8/3/2015 16:00:00,26.16
8/4/2015 16:00:00,26.1
8/5/2015 16:00:00,26.09
8/6/2015 16:00:00,25.84
8/7/2015 16:00:00,25.82
8/10/2015 16:00:00,26.25
8/11/2015 16:00:00,26.15
8/12/2015 16:00:00,25.67
8/13/2015 16:00:00,25.52
8/14/2015 16:00:00,25.7
8/17/2015 16:00:00,25.83
8/18/2015 16:00:00,25.92
8/19/2015 16:00:00,25.93
8/20/2015 16:00:00,25.62
8/21/2015 16:00:00,25.19
8/24/2015 16:00:00,24.43
8/25/2015 16:00:00,24
8/26/2015 16:00:00,24.67
8/27/2015 16:00:00,25.24
8/28/2015 16:00:00,25.12
8/31/2015 16:00:00,25.06
9/1/2015 16:00:00,24.39
9/2/2015 16:00:00,24.77
9/3/2015 16:00:00,24.94
9/4/2015 16:00:00,24.57
9/8/2015 16:00:00,25.01
9/9/2015 16:00:00,24.74
9/10/2015 16:00:00,24.72
9/11/2015 16:00:00,24.69
9/14/2015 16:00:00,24.57
9/15/2015 16:00:00,24.8
9/16/2015 16:00:00,24.86
9/17/2015 16:00:00,24.74
9/18/2015 16:00:00,24.57
9/21/2015 16:00:00,24.57
9/22/2015 16:00:00,24.35
9/23/2015 16:00:00,24.3
9/24/2015 16:00:00,24.23
9/25/2015 16:00:00,24.4
9/28/2015 16:00:00,24.07
9/29/2015 16:00:00,24.2
9/30/2015 16:00:00,24.59
10/1/2015 16:00:00,24.55
10/2/2015 16:00:00,24.63
10/5/2015 16:00:00,25.23
10/6/2015 16:00:00,25.14
10/7/2015 16:00:00,25
10/8/2015 16:00:00,25.21
10/9/2015 16:00:00,25.01
10/12/2015 16:00:00,25.13
10/13/2015 16:00:00,25.07
10/14/2015 16:00:00,25.11
10/15/2015 16:00:00,25.27
10/16/2015 16:00:00,25.53
10/19/2015 16:00:00,25.38
10/20/2015 16:00:00,25.47
10/21/2015 16:00:00,25.36
10/22/2015 16:00:00,25.63
10/23/2015 16:00:00,25.46
10/26/2015 16:00:00,25.4
10/27/2015 16:00:00,25.06
10/28/2015 16:00:00,25.22
10/29/2015 16:00:00,25.32
10/30/2015 16:00:00,25.29
11/2/2015 16:00:00,25.37
11/3/2015 16:00:00,25.38
11/4/2015 16:00:00,25.27
11/5/2015 16:00:00,25.16
11/6/2015 16:00:00,25.03
11/9/2015 16:00:00,24.78
11/10/2015 16:00:00,24.75
11/11/2015 16:00:00,24.84
11/12/2015 16:00:00,24.67
11/13/2015 16:00:00,24.38
11/16/2015 16:00:00,24.94
11/17/2015 16:00:00,25.1
11/18/2015 16:00:00,25.31
11/19/2015 16:00:00,25.37
11/20/2015 16:00:00,25.4
11/23/2015 16:00:00,25.25
11/24/2015 16:00:00,25.2
11/25/2015 16:00:00,25.24
11/27/2015 16:00:00,25.34
11/30/2015 16:00:00,25.41
12/1/2015 16:00:00,25.49
12/2/2015 16:00:00,25.33
12/3/2015 16:00:00,24.98
12/4/2015 16:00:00,25.74
12/7/2015 16:00:00,25.86
12/8/2015 16:00:00,25.55
12/9/2015 16:00:00,25.34
12/10/2015 16:00:00,25.41
12/11/2015 16:00:00,25.03
12/14/2015 16:00:00,25.36
12/15/2015 16:00:00,25.52
12/16/2015 16:00:00,25.96
12/17/2015 16:00:00,25.68
12/18/2015 16:00:00,25.36
12/21/2015 16:00:00,25.73
12/22/2015 16:00:00,25.97
12/23/2015 16:00:00,26.25
12/24/2015 16:00:00,26.16
12/28/2015 16:00:00,26.23
12/29/2015 16:00:00,26.36
12/30/2015 16:00:00,26.22
12/31/2015 16:00:00,25.97
1/4/2016 16:00:00,25.92
1/5/2016 16:00:00,26.1
1/6/2016 16:00:00,25.7
1/7/2016 16:00:00,25.29
1/8/2016 16:00:00,25.31
